radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
172.317502,0.829,9.354848,0.385,17.096,0.13,3,17.78,0.026,3,NA,NA,0,17.605,0.101,4,16.949,0.091,4,17.117,0.602,2,NA,NA,0,NA,NA,0
172.340893,0.195,9.309228,0.169,15.597,0.015,4,16.524,0.038,4,NA,NA,0,16.051,0.029,4,15.202,0.036,4,14.887,0.039,4,NA,NA,0,NA,NA,0
172.342607,0.103,9.284264,0.146,13.049,0.022,4,13.955,0.072,4,NA,NA,0,13.445,0.023,4,12.783,0.035,4,12.521,0.039,4,12.639,0.076,1,NA,NA,0
172.347752,0.395,9.473456,0.405,15.135,0.036,5,16.038,0.081,5,NA,NA,0,15.525,0.034,5,14.82,0.07,5,14.586,0.076,5,NA,NA,0,NA,NA,0
172.357686,0.195,9.382266,0.145,14.273,0.028,4,15.465,0.058,4,NA,NA,0,14.848,0.03,4,13.804,0.041,4,13.43,0.049,4,13.445,0.177,1,NA,NA,0
172.365105,0.713,9.264628,0.521,16.718,0.098,3,17.696,0.066,3,NA,NA,0,17.243,0.089,4,16.743,0.088,4,16.429,0.063,3,NA,NA,0,NA,NA,0
172.366834,0.323,9.477339,0.303,NA,NA,0,NA,NA,0,NA,NA,0,18.29,0.069,2,17.44,0.089,2,NA,NA,0,NA,NA,0,NA,NA,0
172.367589,0.488,9.335097,0.327,16.34,0.049,4,17.083,0.079,4,NA,NA,0,16.712,0.029,4,16.185,0.09,4,15.681,0.089,4,NA,NA,0,NA,NA,0
172.369027,0.168,9.240306,0.509,NA,NA,0,NA,NA,0,NA,NA,0,18.194,0.167,1,17.044,0.152,1,16.396,0.215,1,NA,NA,0,NA,NA,0
172.371417,0.175,9.325538,0.12,15.274,0.03,4,15.872,0.095,4,NA,NA,0,15.497,0.01,4,15.105,0.01,4,14.946,0.081,4,NA,NA,0,NA,NA,0
172.374808,0.137,9.354064,0.092,12.406,0.018,4,13.07,0.068,4,NA,NA,0,12.671,0.03,4,12.219,0.034,4,12.085,0.049,4,12.021,0.048,1,NA,NA,0
172.37616,0.69,9.214598,0.462,NA,NA,0,NA,NA,0,NA,NA,0,18.035,0.113,3,16.953,0.03,3,16.279,0.015,2,NA,NA,0,NA,NA,0
172.377483,0.183,9.386696,0.383,15.649,0.019,4,16.951,0.03,4,NA,NA,0,16.273,0.05,4,15.096,0.034,4,14.601,0.063,4,NA,NA,0,NA,NA,0
172.382408,0.392,9.244475,0.316,16.337,0.064,4,17.049,0.058,4,NA,NA,0,16.588,0.042,4,16.143,0.033,4,16.036,0.141,4,NA,NA,0,NA,NA,0
172.387366,0.56,9.360049,0.298,NA,NA,0,NA,NA,0,NA,NA,0,18.149,0.036,3,16.709,0.06,3,15.668,0.094,3,NA,NA,0,NA,NA,0
172.389665,0.273,9.447677,0.367,15.205,0.023,4,16.004,0.067,4,NA,NA,0,15.542,0.029,4,14.99,0.034,4,14.777,0.069,4,NA,NA,0,NA,NA,0
172.395629,0.748,9.23269,0.654,17.173,0.149,1,18.319,0.271,1,NA,NA,0,17.882,0.158,4,16.906,0.062,4,16.195,0.18,1,NA,NA,0,NA,NA,0
172.39984,0.275,9.369306,0.306,15.141,0.02,4,15.73,0.076,4,NA,NA,0,15.37,0.036,4,15.017,0.039,4,14.914,0.025,4,NA,NA,0,NA,NA,0
172.401387,0.708,9.521551,0.696,17.061,0.11,3,18.016,0.34,3,NA,NA,0,17.436,0.092,4,16.927,0.074,4,16.62,0.196,2,NA,NA,0,NA,NA,0
172.406143,0.569,9.340571,0.361,16.812,0.153,3,17.487,0.21,3,NA,NA,0,17.182,0.078,4,16.483,0.064,4,16.304,0.197,3,NA,NA,0,NA,NA,0
172.410257,0.196,9.244475,0.161,15.302,0.051,4,16.146,0.087,4,NA,NA,0,15.646,0.026,4,15.131,0.033,4,14.928,0.048,4,NA,NA,0,NA,NA,0
172.410643,0.418,9.355484,0.366,NA,NA,0,NA,NA,0,NA,NA,0,18.172,0.153,1,17.625,0.25,1,NA,NA,0,NA,NA,0,NA,NA,0
